Site,Status,Most Probable Number (MPN) of Enterococcus colonies per 100 ml,Year
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,80,2019
"Raritan River, Ken Buchanan Park",High,520,2019
"Raritan River, Ken Buchanan Park",High,430,2019
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,60,2019
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,90,2019
"Raritan River, Ken Buchanan Park",High,600,2019
"Raritan River, Ken Buchanan Park",High,1400,2019
"Raritan River, Ken Buchanan Park",High,1300,2019
"Raritan River, Ken Buchanan Park",High,2200,2019
"Raritan River, Ken Buchanan Park",High,340,2019
"Raritan River, Ken Buchanan Park",High,2600,2019
"Raritan River, Ken Buchanan Park",High,410,2019
"Raritan River, Ken Buchanan Park",High,1400,2019
"Raritan River, Ken Buchanan Park",High,480,2020
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,52,2020
"Raritan River, Ken Buchanan Park",High,430,2020
"Raritan River, Ken Buchanan Park",High,600,2020
"Raritan River, Ken Buchanan Park",High,220,2020
"Raritan River, Ken Buchanan Park",High,140,2020
"Raritan River, Ken Buchanan Park",High,900,2020
"Raritan River, Ken Buchanan Park",Acceptable,20,2020
"Raritan River, Ken Buchanan Park",High,590,2020
"Raritan River, Ken Buchanan Park",High,2613,2021
"Raritan River, Ken Buchanan Park",High,158,2021
"Raritan River, Ken Buchanan Park",High,2909,2021
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,40,2021
"Raritan River, Ken Buchanan Park",Acceptable,31,2021
"Raritan River, Ken Buchanan Park",High,171,2021
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,41,2021
"Raritan River, Ken Buchanan Park",High,275,2021
"Raritan River, Ken Buchanan Park",Acceptable,30,2021
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,41,2021
"Raritan River, Ken Buchanan Park",Unacceptable if levels persist,41,2021
"Raritan River, Ken Buchanan Park",High,908,2021
"Raritan River, Ken Buchanan Park",High,241,2021
"Raritan River, Ken Buchanan Park",High,189,2021
"Raritan River, Ken Buchanan Park",High,121,2021
"Raritan River, Ken Buchanan Park",High,292,2021
"Raritan River, Riverside Park",High,6300,2019
"Raritan River, Riverside Park",High,800,2019
"Raritan River, Riverside Park",High,4600,2019
"Raritan River, Riverside Park",High,610,2019
"Raritan River, Riverside Park",High,490,2019
"Raritan River, Riverside Park",High,300,2019
"Raritan River, Riverside Park",High,1400,2019
"Raritan River, Riverside Park",High,3300,2019
"Raritan River, Riverside Park",High,1200,2019
"Raritan River, Riverside Park",High,280,2019
"Raritan River, Riverside Park",High,410,2019
"Raritan River, Riverside Park",High,1000,2019
"Raritan River, Riverside Park",High,1500,2019
"Raritan River, Riverside Park",High,530,2019
"Raritan River, Riverside Park",Unacceptable if levels persist,80,2019
"Raritan River, Riverside Park",High,145,2020
"Raritan River, Riverside Park",High,720,2020
"Raritan River, Riverside Park",High,1000,2020
"Raritan River, Riverside Park",High,160,2020
"Raritan River, Riverside Park",High,3700,2020
"Raritan River, Riverside Park",High,370,2020
"Raritan River, Riverside Park",High,2100,2020
"Raritan River, Riverside Park",High,110,2020
"Raritan River, Riverside Park",High,300,2020
"Raritan River, Riverside Park",High,330,2020
"Raritan River, Riverside Park",High,5475,2021
"Raritan River, Riverside Park",High,559,2021
"Raritan River, Riverside Park",High,1777,2021
"Raritan River, Riverside Park",Unacceptable if levels persist,75,2021
"Raritan River, Riverside Park",Acceptable,10,2021
"Raritan River, Riverside Park",High,5794,2021
"Raritan River, Riverside Park",High,602,2021
"Raritan River, Riverside Park",High,749,2021
"Raritan River, Riverside Park",High,359,2021
"Raritan River, Riverside Park",High,197,2021
"Raritan River, Riverside Park",High,538,2021
"Raritan River, Riverside Park",High,1723,2021
"Raritan River, Riverside Park",High,4611,2021
"Raritan River, Riverside Park",High,1071,2021
"Raritan River, Riverside Park",High,1296,2021
"Raritan River, Riverside Park",High,320,2021
"Raritan River, Riverside Park",Unacceptable if levels persist,97,2021
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,51,2019
"Raritan River, Rutgers Boathouse",High,520,2019
"Raritan River, Rutgers Boathouse",High,2600,2019
"Raritan River, Rutgers Boathouse",High,2500,2019
"Raritan River, Rutgers Boathouse",High,120,2019
"Raritan River, Rutgers Boathouse",High,220,2019
"Raritan River, Rutgers Boathouse",High,120,2019
"Raritan River, Rutgers Boathouse",Acceptable,30,2019
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,100,2019
"Raritan River, Rutgers Boathouse",Acceptable,24,2019
"Raritan River, Rutgers Boathouse",High,200,2019
"Raritan River, Rutgers Boathouse",High,600,2019
"Raritan River, Rutgers Boathouse",High,320,2019
"Raritan River, Rutgers Boathouse",High,1600,2019
"Raritan River, Rutgers Boathouse",High,2000,2019
"Raritan River, Rutgers Boathouse",High,180,2019
"Raritan River, Rutgers Boathouse",High,3076,2020
"Raritan River, Rutgers Boathouse",Acceptable,20,2020
"Raritan River, Rutgers Boathouse",High,2900,2020
"Raritan River, Rutgers Boathouse",High,2000,2020
"Raritan River, Rutgers Boathouse",High,300,2020
"Raritan River, Rutgers Boathouse",High,1400,2020
"Raritan River, Rutgers Boathouse",High,250,2020
"Raritan River, Rutgers Boathouse",High,900,2020
"Raritan River, Rutgers Boathouse",High,330,2020
"Raritan River, Rutgers Boathouse",High,1900,2020
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,98,2021
"Raritan River, Rutgers Boathouse",High,771,2021
"Raritan River, Rutgers Boathouse",High,1785,2021
"Raritan River, Rutgers Boathouse",High,233,2021
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,63,2021
"Raritan River, Rutgers Boathouse",Acceptable,10,2021
"Raritan River, Rutgers Boathouse",High,135,2021
"Raritan River, Rutgers Boathouse",High,122,2021
"Raritan River, Rutgers Boathouse",High,213,2021
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,41,2021
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,52,2021
"Raritan River, Rutgers Boathouse",High,259,2021
"Raritan River, Rutgers Boathouse",High,1850,2021
"Raritan River, Rutgers Boathouse",High,1012,2021
"Raritan River, Rutgers Boathouse",High,554,2021
"Raritan River, Rutgers Boathouse",High,388,2021
"Raritan River, Rutgers Boathouse",Unacceptable if levels persist,52,2021
"Saw Mill River, Daylighted Section",High,187,2013
"Saw Mill River, Daylighted Section",High,437,2013
"Saw Mill River, Daylighted Section",High,573,2013
"Saw Mill River, Daylighted Section",High,226,2013
"Saw Mill River, Daylighted Section",High,216,2013
"Saw Mill River, Daylighted Section",High,19863,2013
"Saw Mill River, Daylighted Section",High,241,2013
"Saw Mill River, Daylighted Section",High,2300,2013
"Saw Mill River, Daylighted Section",High,480,2013
"Saw Mill River, Daylighted Section",High,776,2013
"Saw Mill River, Daylighted Section",High,820,2013
"Saw Mill River, Daylighted Section",High,521,2013
"Saw Mill River, Daylighted Section",High,689,2013
"Saw Mill River, Daylighted Section",High,426,2013
"Saw Mill River, Daylighted Section",High,203,2013
"Saw Mill River, Daylighted Section",High,216,2013
"Saw Mill River, Daylighted Section",High,332,2013
"Saw Mill River, Daylighted Section",High,4352,2014
"Saw Mill River, Daylighted Section",High,443,2014
"Saw Mill River, Daylighted Section",High,613,2014
"Saw Mill River, Daylighted Section",High,2595,2014
"Saw Mill River, Daylighted Section",High,4786,2014
"Saw Mill River, Daylighted Section",High,295,2014
"Saw Mill River, Daylighted Section",High,450,2014
"Saw Mill River, Daylighted Section",High,1071,2014
"Saw Mill River, Daylighted Section",High,488,2014
"Saw Mill River, Daylighted Section",High,448,2014
"Saw Mill River, Daylighted Section",High,166,2014
"Saw Mill River, Daylighted Section",High,2489,2014
"Saw Mill River, Daylighted Section",High,331,2014
"Saw Mill River, Daylighted Section",High,241,2014
"Saw Mill River, Daylighted Section",High,211,2014
"Saw Mill River, Daylighted Section",High,160,2014
"Saw Mill River, Daylighted Section",High,1145,2014
"Saw Mill River, Daylighted Section",High,272,2014
"Saw Mill River, Daylighted Section",High,650,2015
"Saw Mill River, Daylighted Section",High,3873,2015
"Saw Mill River, Daylighted Section",High,816,2015
"Saw Mill River, Daylighted Section",High,546,2015
"Saw Mill River, Daylighted Section",High,528,2015
"Saw Mill River, Daylighted Section",High,355,2015
"Saw Mill River, Daylighted Section",High,11199,2015
"Saw Mill River, Daylighted Section",High,3255,2015
"Saw Mill River, Daylighted Section",High,301,2015
"Saw Mill River, Daylighted Section",High,173,2015
"Saw Mill River, Daylighted Section",High,588,2015
"Saw Mill River, Daylighted Section",High,209,2015
"Saw Mill River, Daylighted Section",High,573,2015
"Saw Mill River, Daylighted Section",High,364,2015
"Saw Mill River, Daylighted Section",High,323,2015
"Saw Mill River, Daylighted Section",High,203,2015
"Saw Mill River, Daylighted Section",High,556,2015
"Saw Mill River, Daylighted Section",High,275,2015
"Saw Mill River, Daylighted Section",High,11199,2015
"Saw Mill River, Daylighted Section",High,360,2016
"Saw Mill River, Daylighted Section",High,488,2016
"Saw Mill River, Daylighted Section",High,320,2016
"Saw Mill River, Daylighted Section",High,570,2016
"Saw Mill River, Daylighted Section",High,120,2016
"Saw Mill River, Daylighted Section",High,320,2016
"Saw Mill River, Daylighted Section",High,216,2016
"Saw Mill River, Daylighted Section",High,1480,2016
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,73,2016
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,52,2016
"Saw Mill River, Daylighted Section",High,280,2016
"Saw Mill River, Daylighted Section",High,457,2016
"Saw Mill River, Daylighted Section",High,510,2016
"Saw Mill River, Daylighted Section",High,355,2016
"Saw Mill River, Daylighted Section",High,960,2016
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,52,2016
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,50,2016
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,85,2016
"Saw Mill River, Daylighted Section",Acceptable,30,2016
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,63,2017
"Saw Mill River, Daylighted Section",High,2755,2017
"Saw Mill River, Daylighted Section",High,832,2017
"Saw Mill River, Daylighted Section",High,185,2017
"Saw Mill River, Daylighted Section",High,109,2017
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,41,2017
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,85,2017
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,97,2017
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,52,2017
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,86,2017
"Saw Mill River, Daylighted Section",High,373,2017
"Saw Mill River, Daylighted Section",High,350,2017
"Saw Mill River, Daylighted Section",Acceptable,31,2017
"Saw Mill River, Daylighted Section",High,689,2017
"Saw Mill River, Daylighted Section",High,183,2017
"Saw Mill River, Daylighted Section",High,185,2017
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,41,2017
"Saw Mill River, Daylighted Section",High,221,2018
"Saw Mill River, Daylighted Section",Unacceptable if levels persist,75,2018
"Saw Mill River, Daylighted Section",High,231,2018
"Saw Mill River, Daylighted Section",High,3784,2018
"Saw Mill River, Daylighted Section",High,2064,2018
"Saw Mill River, Daylighted Section",High,670,2018
"Saw Mill River, Daylighted Section",Acceptable,30,2018
"Saw Mill River, Daylighted Section",High,131,2018
"Saw Mill River, Daylighted Section",High,1835,2018
"Saw Mill River, Daylighted Section",High,2224,2019
"Saw Mill River, Daylighted Section",High,201,2019
"Saw Mill River, Daylighted Section",High,563,2019
"Saw Mill River, Daylighted Section",High,5475,2019
"Saw Mill River, Daylighted Section",High,563,2019
"Saw Mill River, Daylighted Section",High,218,2019
"Saw Mill River, Daylighted Section",High,175,2019
"Saw Mill River, daylighted section",High,8664,2021
"Saw Mill River, daylighted section",High,457,2021
"Saw Mill River, daylighted section",Acceptable,31,2021
"Saw Mill River, daylighted section",High,448,2021
"Saw Mill River, daylighted section",High,771,2021
"Saw Mill River, daylighted section",High,457,2021
"Saw Mill River, daylighted section",High,6131,2021
"Saw Mill River, daylighted section",High,19863,2021
"Saw Mill River, daylighted section",High,410,2021
Sheepshead Bay,Acceptable,31,2021
Sheepshead Bay,High,985,2021
Sheepshead Bay,Acceptable,10,2021
Sheepshead Bay,Unacceptable if levels persist,84,2021
Sheepshead Bay,High,3436,2021
Sheepshead Bay,Acceptable,10,2021
Sheepshead Bay,Acceptable,10,2021
Sheepshead Bay,High,121,2021
Sheepshead Bay,Unacceptable if levels persist,85,2021
Sheepshead Bay,High,1169,2021
Sheepshead Bay,Acceptable,10,2021
"Upper Harbor, 69th Street Pier",Acceptable,10,2012
"Upper Harbor, 69th Street Pier",Acceptable,30,2012
"Upper Harbor, 69th Street Pier",Acceptable,31,2012
"Upper Harbor, 69th Street Pier",Acceptable,10,2012
"Upper Harbor, 69th Street Pier",Unacceptable if levels persist,41,2012
"Upper Harbor, 69th Street Pier",Acceptable,10,2012
"Upper Harbor, 69th Street Pier",Unacceptable if levels persist,74,2012
"Upper Harbor, 69th Street Pier",Acceptable,10,2012
"Upper Harbor, 69th Street Pier",High,110,2012
"Upper Harbor, 69th Street Pier",Acceptable,20,2012
"Upper Harbor, 69th Street Pier",Acceptable,20,2012
"Upper Harbor, 69th Street Pier",Acceptable,31,2012
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,86,2016
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,31,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,20,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,96,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,860,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,161,2017
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,201,2018
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2018
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,20,2018
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,31,2018
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2018
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,2387,2018
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,384,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,168,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,135,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,41,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,1112,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,41,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,52,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,21,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,1222,2019
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,52,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,20,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,703,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,41,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,3784,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,327,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,243,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,1198,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,30,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,836,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,85,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",High,373,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Acceptable,10,2021
"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Unacceptable if levels persist,41,2021
"Upper Harbor, Bush Terminal Park (North Embayment)",Acceptable,10,2017
"Upper Harbor, Bush Terminal Park (North Embayment)",High,630,2017
"Upper Harbor, Bush Terminal Park (North Embayment)",Acceptable,10,2017
"Upper Harbor, Bush Terminal Park (North Embayment)",Acceptable,20,2017
"Upper Harbor, Bush Terminal Park (North Embayment)",Acceptable,10,2017
"Upper Harbor, Bush Terminal Park (North Embayment)",Acceptable,10,2018
"Upper Harbor, Bush Terminal Park (North Embayment)",High,181,2018
"Upper Harbor, Bush Terminal Park (North Embayment)",Unacceptable if levels persist,41,2018
"Upper Harbor, Bush Terminal Park (North Embayment)",Unacceptable if levels persist,41,2018
